Subject type;Subject name;Creator;Instrument name;Instrument type;Instrument parameters;Function name;Data series;Wavevector (1/m);PSD (m³);standard error of PSD (m³);comment
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);1777153.1752633464;1.3074541817855077e-22;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);2513274.122871835;2.6307990342412506e-23;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);2809925.892416291;6.030090115169481e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);3554306.350526693;5.3350552108158374e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);3905860.5989815434;8.302316488454682e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);4696095.655018282;3.875035208240877e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);5386731.554037471;4.00454777861778e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);6457026.439177326;2.701464125094591e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);7657901.291841418;3.09142802590412e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);8989518.926762069;6.737946153371745e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);10334932.560472203;6.945519531361766e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);12160711.103338012;5.603669340006275e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);14431406.78064027;5.322314358378563e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);16894971.854327437;4.2753550474211815e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);19664510.020670798;4.43306517275666e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);22917960.102685615;5.403117001196257e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);26870105.884959444;3.687868336443197e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);31492903.711146146;3.365738432770598e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);36859164.74555389;2.3978908323310617e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);43159954.24763918;1.3666173302162217e-24;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);50582599.35647231;9.30333524652949e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);59243674.30833076;5.866866806392403e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);69369555.40854546;3.7728102718359636e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);81245188.16311865;2.194704252726953e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);95161572.85160467;1.4151122709309331e-25;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);111466181.52203882;8.336587513159139e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);130558643.86491771;5.189644909490418e-26;;
measurement;UNCD.5um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD (incl. unreliable data);152585742.55129465;3.513349275931649e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;6283185.307179621;1.2492788486808006e-23;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;12566370.614359243;6.1627310214739484e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;18849555.921538766;6.721363558684952e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;25132741.228718486;4.395232080235944e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;31415926.535897806;2.2403828651919715e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;37699111.84307753;1.1613409324165995e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;43982297.1502573;1.2867364840051541e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;50265482.45743697;5.243394737583026e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;59690260.4182059;3.875796873587975e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;72256631.03256494;2.4146067693801057e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;84823001.64692509;1.5013836840127528e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;97389372.26128414;1.124894775543748e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;113097335.52923372;6.789213183806877e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;135088484.10436055;4.2467398510390926e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;157079632.67948806;2.1308623025571473e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;182212373.9082144;9.692917937260505e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;216769893.09769073;4.797986542235247e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;254469004.94077432;3.236675405176522e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;295309709.43743914;1.2742439262901184e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;345575191.8948782;6.4302847163128975e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;405265452.31308043;2.8772574403246276e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;474380490.6920606;1.0997623200669958e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;556061899.6853843;4.623422637571184e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;650309679.2930768;2.0833875063679453e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x;750840644.207951;1.3233862118712132e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;6283185.307179621;5.9776496579465126e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;12566370.614359243;5.760410672812299e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;18849555.921538766;1.0347971618896096e-23;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;25132741.228718486;6.7403165426281e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;31415926.535897806;4.055102930145671e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;37699111.84307753;2.7886637482239773e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;43982297.1502573;1.5639921475108039e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;50265482.45743697;9.221401367417471e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;59690260.4182059;4.715498407775148e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;72256631.03256494;3.236050571559191e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;84823001.64692509;2.0801548603348103e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;97389372.26128414;1.2568764116298215e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;113097335.52923372;6.482266855644907e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;135088484.10436055;3.250156798613648e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;157079632.67948806;2.6245185725924366e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;182212373.9082144;1.6323615847828202e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;216769893.09769073;1.1428319092143869e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;254469004.94077432;6.0231114028812345e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;295309709.43743914;2.926840222062381e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;345575191.8948782;1.2955364019004028e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;405265452.31308043;5.531580356746538e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;474380490.6920606;3.1508055857405183e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;556061899.6853843;1.900459649980946e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;650309679.2930768;9.427828861783951e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y;750840644.207951;6.217377269163148e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;6283185.307179586;1.4501590535205922e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;8885765.876316732;2.6747597847461528e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;12566370.614359172;4.989166876328146e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;14049629.462081451;3.221598427855728e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;17771531.752633464;4.2361418359783366e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;19529302.99490772;7.583445144701185e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;23480478.275091413;3.968668576485135e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;26933657.770187356;4.314785865263765e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;32285132.195886623;2.962781741804123e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;38289506.4592071;3.080193997356776e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;44947594.63381034;1.8636491856597685e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;51674662.80236102;8.574130516453374e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;60803555.5166901;4.989132617416596e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;72157033.90320122;3.9637820000299887e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;84474859.27163719;1.806690704191747e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;98322550.10335402;1.8174531718074734e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;114589800.5134278;9.59782717529799e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;134350529.42479697;4.9433273658061704e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;157464518.55573055;3.2513029866670186e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;184295823.72776952;1.923436330494116e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;215799771.23819652;1.1143485169780233e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;252912996.7823621;7.863920492649698e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;296218371.5416525;3.573673285041211e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;346847777.0427263;1.648088180195527e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;406225940.8155949;7.227738408724032e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;475807864.2580176;3.5893215849583316e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;557330907.610194;1.8339953264745537e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;652793219.3245972;8.397673804170597e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;q/π × 2D PSD;762928712.7564596;4.779095939301636e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);6283185.307179621;1.2492788486808006e-23;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);12566370.614359243;6.1627310214739484e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);18849555.921538766;6.721363558684952e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);25132741.228718486;4.395232080235944e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);31415926.535897806;2.2403828651919715e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);37699111.84307753;1.1613409324165995e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);43982297.1502573;1.2867364840051541e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);50265482.45743697;5.243394737583026e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);59690260.4182059;3.875796873587975e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);72256631.03256494;2.4146067693801057e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);84823001.64692509;1.5013836840127528e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);97389372.26128414;1.124894775543748e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);113097335.52923372;6.789213183806877e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);135088484.10436055;4.2467398510390926e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);157079632.67948806;2.1308623025571473e-26;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);182212373.9082144;9.692917937260505e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);216769893.09769073;4.797986542235247e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);254469004.94077432;3.236675405176522e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);295309709.43743914;1.2742439262901184e-27;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);345575191.8948782;6.4302847163128975e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);405265452.31308043;2.8772574403246276e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);474380490.6920606;1.0997623200669958e-28;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);556061899.6853843;4.623422637571184e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);650309679.2930768;2.0833875063679453e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along x (incl. unreliable data);750840644.207951;1.3233862118712132e-29;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);6283185.307179621;5.9776496579465126e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);12566370.614359243;5.760410672812299e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);18849555.921538766;1.0347971618896096e-23;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);25132741.228718486;6.7403165426281e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);31415926.535897806;4.055102930145671e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);37699111.84307753;2.7886637482239773e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);43982297.1502573;1.5639921475108039e-24;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);50265482.45743697;9.221401367417471e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);59690260.4182059;4.715498407775148e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);72256631.03256494;3.236050571559191e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);84823001.64692509;2.0801548603348103e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);97389372.26128414;1.2568764116298215e-25;;
measurement;UNCD.1um.2026.spm;Jalaj Mehta (0000-0001-7746-4645);Dimension Icon;undefined;{};Power spectrum;1D PSD along y (incl. unreliable data);113097335.52923372;6.482266855644907e-26;;
